name,year,total_population,white_alone,black_alone,asian_alone,two_or_more_races,hispanic_latino,german,irish,english,mexican,indian,chinese,vietnamese,french,italian,korean,place_fips,coordinates,distance_from_dallas,reference_population,city
"Cleburne city, Texas",2022,31849,24232,1907,233,3657,9696,0,7,33,412,1719,0,0,0,0,43,15364,"(32.3476, -97.3867)",45.33577739427189,31000,Cleburne city
"Weatherford city, Texas",2009,25395,22924,887,276,596,2893,14,0,29,779,3586,0,0,12,0,301,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2010,24227,22002,579,176,520,3242,11,0,56,834,3450,0,0,12,0,323,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2011,24786,22606,526,228,540,4113,13,0,108,883,3709,0,0,59,0,376,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2012,25417,23407,587,162,548,3982,12,0,161,709,4063,0,0,44,0,311,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2013,25971,23739,726,352,482,3779,15,0,133,743,4010,0,0,46,0,288,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2014,26490,23991,872,289,464,4451,11,0,150,656,4031,0,0,57,0,273,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2015,27234,24769,816,284,563,3771,13,0,108,751,4533,0,0,65,0,285,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2016,28284,25646,813,227,607,3447,9,0,154,728,4329,0,0,9,0,120,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2017,28817,26077,849,218,687,3989,10,0,285,932,3776,0,0,10,0,247,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2018,29739,26592,883,103,1044,4433,11,0,284,845,3983,0,0,8,0,267,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2019,30895,27241,916,210,1264,4713,10,0,316,793,4131,0,0,0,0,262,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2020,32110,28133,1072,183,1403,5140,22,0,249,708,3256,0,0,0,0,330,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2021,30385,26141,1066,300,1830,4680,0,0,204,702,3319,0,0,0,0,363,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Weatherford city, Texas",2022,32168,27481,910,525,2242,4363,0,0,84,827,3542,0,0,0,0,475,76864,"(32.7593, -97.7975)",58.0992256936353,31000,Weatherford city
"Prosper town, Texas",2009,7437,6740,318,182,49,819,11,0,14,252,903,0,0,0,0,276,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2010,8173,7600,307,138,44,685,25,0,15,200,1085,0,0,0,0,230,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2011,8905,8235,421,173,30,669,16,0,9,170,1147,0,0,0,0,145,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2012,9960,9062,454,283,58,746,15,0,23,165,1194,0,0,0,6,180,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2013,10969,9725,751,360,53,997,9,0,39,66,1523,0,0,0,5,197,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2014,12503,11072,921,391,44,1148,10,0,41,76,1725,0,0,0,5,173,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2015,13939,12391,856,457,126,1351,0,0,48,246,1702,0,10,9,5,232,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2016,15236,13573,862,434,198,1588,0,0,56,357,1827,0,12,8,6,305,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2017,17107,14676,1330,575,295,1904,0,0,58,357,1767,0,10,5,0,350,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2018,19103,15800,1815,856,366,1608,0,0,143,465,1558,0,9,8,0,385,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2019,22517,18768,1645,1103,659,1599,0,0,153,509,1722,0,10,13,0,548,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2020,25887,20778,2060,1583,1110,2188,0,0,294,357,1846,0,0,3,0,551,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2021,28825,21875,2934,2018,1362,2750,0,0,271,404,2168,0,0,4,0,581,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Prosper town, Texas",2022,31507,23055,2418,3087,2373,3164,0,0,254,519,2479,0,0,4,0,550,59696,"(33.2362, -96.8011)",31.727169148777776,30000,Prosper town
"Sachse city, Texas",2009,18018,13612,1599,1426,246,3059,11,0,10,305,1881,0,0,0,0,249,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2010,18399,13329,1907,1673,334,3230,0,0,16,347,1671,0,0,0,0,215,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2011,19310,14188,1817,1662,368,3428,0,0,59,371,1825,0,0,0,0,248,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2012,20215,15295,1872,1821,411,3648,0,0,58,458,1712,0,0,0,0,302,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2013,20930,15341,2086,2319,513,3618,0,0,57,520,1637,0,0,0,0,298,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2014,21790,15082,3109,2464,704,3563,0,0,61,435,1566,0,102,0,0,420,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2015,22585,15190,3138,2711,1117,3361,0,0,98,320,1976,0,78,0,0,406,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2016,23329,15720,3355,2772,897,4253,0,0,31,329,1706,0,116,12,0,397,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2017,24303,16263,3213,3280,1021,4025,0,0,119,348,2044,0,79,12,0,575,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2018,25133,16675,3359,3299,1033,4286,0,0,165,271,2312,0,89,12,0,555,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2019,25607,17598,2563,3714,942,4317,0,0,204,242,2216,0,0,16,0,651,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2020,25888,16807,2442,4948,891,3894,0,0,254,334,2679,0,0,16,0,531,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2021,26797,16734,3165,5001,1208,2249,0,0,308,332,2791,0,0,0,0,497,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"Sachse city, Texas",2022,27829,15926,3197,5318,2208,2737,0,0,268,250,2600,0,0,0,0,394,64064,"(32.9779, -96.5908)",18.328950392268958,27000,Sachse city
"University Park city, Texas",2009,24352,22764,252,906,255,923,0,118,518,1703,3374,0,0,7,0,294,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2010,22972,21454,245,887,244,859,0,74,466,1611,3128,0,0,5,0,252,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2011,23076,21528,265,923,255,910,73,77,470,1397,3219,0,0,6,0,257,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2012,23241,21479,211,1018,375,1001,87,59,462,1494,3017,0,18,5,0,286,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2013,23460,21904,249,877,328,862,98,10,362,1532,2658,0,28,7,0,364,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2014,23761,22336,193,723,346,1037,87,0,289,1438,2642,0,23,12,0,428,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2015,24101,22377,217,1024,307,1311,98,0,331,1535,2474,0,23,10,0,511,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2016,24346,22372,294,1186,288,1392,18,0,267,1339,2486,0,36,12,0,406,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2017,24692,22566,281,1381,299,1391,5,0,348,1207,2624,0,23,34,0,354,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2018,24954,22773,252,1334,424,1396,5,0,272,1215,3039,0,11,21,0,370,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2019,25036,22104,376,1664,577,1428,6,0,301,1172,2661,0,13,23,0,343,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2020,25027,21963,468,1414,914,1360,4,0,268,986,2977,0,11,25,0,233,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2021,25029,21976,280,1162,1311,1554,4,0,276,1103,2802,7,0,25,0,232,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"University Park city, Texas",2022,25179,21830,247,1121,1638,1757,4,0,156,929,2961,6,37,13,0,213,74492,"(32.8501, -96.8003)",5.0715360740787006,25000,University Park city
"Flower Mound town, Texas",2009,67678,59049,2113,3780,1470,5007,146,80,734,2162,9126,0,17,0,0,2078,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2010,63047,53698,1839,4454,1836,5525,121,50,521,1778,8819,0,18,0,0,1727,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2011,64364,54475,2466,4587,1685,5831,60,0,511,1478,9033,0,0,0,0,1527,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2012,65330,55146,2464,4910,1773,5727,112,19,349,1850,9142,0,0,0,0,1755,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2013,66523,56930,2207,5036,1534,5818,146,16,420,2049,9592,0,0,8,0,1921,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2014,67630,56311,2562,6269,1584,5780,165,16,445,2014,9740,0,9,46,0,1976,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2015,68654,56532,2902,6546,1728,6090,150,16,536,1765,9205,2,20,50,25,1709,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2016,69966,57711,2596,6639,2018,6671,208,17,551,1923,8942,8,49,60,32,1628,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2017,71575,58388,2932,6943,2196,6602,219,0,552,1846,8514,8,77,62,32,1498,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2018,73252,58564,2985,7972,2260,7004,181,42,621,1872,8518,8,97,58,30,1493,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2019,76555,60404,3022,8361,2297,8518,98,39,736,2242,8789,9,108,7,34,1714,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2020,78854,61521,3103,8470,3114,9100,94,46,726,2072,8588,0,145,5,0,2028,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2021,75050,56938,2796,9243,3935,8349,55,71,776,1963,8272,0,117,0,0,1976,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Flower Mound town, Texas",2022,76630,56049,2497,10375,5197,8952,88,55,662,1914,8343,0,73,0,0,2129,26232,"(32.7479, -96.4719)",18.98030523624873,24000,Flower Mound town
"Murphy city, Texas",2009,13539,8208,1389,3022,381,1089,0,30,70,344,1088,0,0,0,0,244,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2010,15259,8968,1451,3834,483,1258,0,34,58,536,1286,0,0,0,0,324,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2011,16456,9785,1571,4023,534,1329,0,20,39,823,1371,0,0,0,0,281,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2012,17496,10456,2002,4170,544,1303,0,0,26,837,1437,0,0,0,0,303,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2013,18412,11116,2064,4810,307,1137,14,0,45,703,1567,0,0,0,0,246,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2014,19154,11078,2543,5184,325,1109,14,0,43,668,1403,0,0,0,0,201,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2015,19691,11633,2430,5133,361,1254,23,0,60,848,1228,0,0,0,0,148,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2016,20015,11090,1981,6157,529,1184,23,0,59,739,1417,0,0,0,0,178,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2017,20361,11502,2345,5605,624,1368,36,0,135,591,1315,0,0,0,0,316,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2018,20528,11334,2734,5452,707,1402,23,0,96,505,1211,0,0,0,0,325,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2019,20612,11693,3242,4809,620,1304,25,0,178,457,1480,0,0,0,0,321,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2020,20711,11384,2843,5685,621,1005,16,0,162,268,1584,0,0,0,0,306,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2021,20655,11514,2400,5916,694,1164,16,0,99,325,2003,0,0,0,0,271,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Murphy city, Texas",2022,20880,10544,2113,7088,882,561,0,0,81,280,1837,0,28,0,0,307,50100,"(33.0151, -96.6131)",19.61150898164231,21000,Murphy city
"Euless city, Texas",2009,52134,33371,6007,3833,1274,9500,12,0,155,1283,5398,0,0,0,0,710,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2010,50293,31943,6024,4339,1392,8841,32,0,182,1144,5205,0,30,0,14,860,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2011,50993,32199,6384,3788,1536,9801,30,0,212,1228,5318,0,47,0,8,714,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2012,51526,32892,6229,4423,1725,9982,30,0,155,1075,5499,0,66,0,9,786,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2013,52127,34015,5545,5148,1829,10243,36,21,184,945,5045,0,141,104,8,808,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2014,52649,34526,5778,6107,1904,10479,35,11,283,862,4553,0,154,102,15,804,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2015,53220,35715,5578,6131,1846,11623,22,14,325,783,4491,0,116,104,0,726,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2016,53675,35748,6130,6415,1753,11623,42,15,311,823,4178,0,76,97,0,758,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2017,54135,36120,6375,6251,1965,11768,44,16,390,863,4451,0,124,116,0,627,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2018,55047,36065,6793,6393,2019,12292,59,0,319,1032,4508,0,178,0,0,600,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2019,55763,36404,7208,6462,2207,11865,65,0,250,834,4709,0,173,0,0,577,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2020,56334,32357,9662,6874,4279,10152,60,0,180,742,4382,0,173,24,0,469,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2021,60134,32226,10015,7459,6744,11556,35,0,344,862,4467,0,157,47,0,523,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Euless city, Texas",2022,60360,30525,10184,7799,7665,12079,57,0,291,814,4260,0,127,67,0,521,24768,"(32.3293, -96.6253)",32.46681072788792,20000,Euless city
"Terrell city, Texas",2009,18645,11544,5134,273,260,5007,0,0,5,33,2022,0,15,11,0,57,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2010,15540,10310,3821,80,204,4940,0,0,4,107,1420,0,12,5,0,26,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2011,15762,11029,3629,65,267,5139,0,0,2,152,1266,0,3,9,0,101,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2012,15862,10708,3698,108,459,5034,0,0,7,147,1365,0,4,11,0,174,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2013,16027,10989,3561,111,504,4673,0,0,19,167,1018,0,4,12,0,230,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2014,16146,10727,3883,148,609,4566,0,0,22,217,1145,0,0,0,0,184,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2015,16355,10862,3711,92,616,4266,0,0,23,193,1213,0,0,0,0,231,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2016,16626,10897,3872,123,556,4465,0,0,36,133,1444,0,0,0,0,93,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2017,16997,11247,3901,64,628,4387,11,0,31,161,1338,0,11,0,0,143,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2018,17378,11478,4147,96,636,4049,19,0,19,192,2029,0,13,0,0,150,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2019,17869,12092,4120,45,487,4849,62,0,23,141,1777,0,19,0,0,216,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2020,18513,11315,4737,35,1331,5214,35,0,20,76,1626,0,24,0,0,70,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2021,17083,10133,3997,19,1983,5660,35,0,11,82,1003,0,24,0,0,12,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Terrell city, Texas",2022,18001,10074,4441,30,2500,5859,0,0,21,114,1146,0,9,0,0,10,72284,"(32.7357, -96.2753)",30.424819851148083,18000,Terrell city
"Princeton city, Texas",2009,5519,5082,191,13,55,897,0,0,0,51,748,0,0,0,0,56,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2010,6301,5798,159,61,63,1218,0,0,0,64,850,0,0,0,0,38,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2011,6576,5998,278,31,68,1371,0,0,0,44,796,0,0,0,0,38,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2012,6906,6120,469,32,78,1300,0,0,0,35,908,0,0,0,0,45,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2013,7184,6294,580,33,132,1290,0,0,0,58,878,0,0,0,0,21,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2014,7520,6552,761,32,106,1894,0,0,0,116,726,0,0,0,0,29,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2015,7942,6994,789,0,82,2124,0,0,0,133,834,0,0,0,19,122,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2016,8278,6959,1017,94,140,2145,0,0,14,137,810,0,0,0,25,108,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2017,8947,7277,1231,124,216,2118,0,0,35,103,662,0,0,0,30,123,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2018,9765,7976,1132,193,268,2491,0,0,28,148,749,0,0,0,32,109,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2019,10846,8511,1260,236,421,2877,0,0,28,80,1009,0,0,0,40,189,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2020,12208,8521,1946,306,707,3639,0,0,109,67,951,0,283,0,0,113,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2021,16683,10490,3147,340,1800,4914,0,0,128,107,1137,0,332,0,0,140,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Princeton city, Texas",2022,18441,10988,3622,780,1881,4903,0,0,101,143,1035,0,326,0,0,146,59576,"(33.1801, -96.4989)",32.77033474695717,17000,Princeton city
"Farmers Branch city, Texas",2009,26379,21763,815,816,286,12091,0,0,174,262,1634,0,0,7,0,169,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2010,28161,22765,1180,997,310,12211,0,0,166,273,1811,0,0,0,0,215,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2011,28455,23392,1118,1008,364,12164,0,0,164,282,1862,0,0,12,0,160,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2012,28681,23726,1278,1243,403,11343,32,0,196,319,1836,0,55,11,0,151,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2013,29405,23902,1133,1241,570,11996,28,0,170,383,1810,0,38,10,0,130,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2014,30261,24553,1157,1611,656,12339,43,0,122,426,2233,0,30,9,14,150,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2015,31052,23858,1224,1766,1135,13437,38,0,163,481,2286,0,40,11,18,292,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2016,32211,23174,1386,1833,1418,14683,45,0,230,568,2204,0,44,0,7,311,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2017,33808,23338,1784,2214,1579,15625,23,0,252,571,2135,0,92,0,8,339,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2018,35552,24989,2150,2879,1618,15522,30,0,325,592,2170,0,80,0,4,411,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2019,39039,28004,2244,2925,1819,19170,10,0,283,637,1846,0,93,0,0,396,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2020,42659,30459,2931,3949,2619,19473,10,0,287,551,2023,0,127,0,0,243,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2021,36091,24454,2978,3545,2402,16307,0,0,246,392,2099,0,149,0,0,207,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Farmers Branch city, Texas",2022,35985,23281,2997,3857,3165,15945,9,0,303,448,1906,0,11,0,13,199,25452,"(32.9373, -96.3869)",26.243450593904843,15000,Farmers Branch city
"Royse City city, Texas",2009,7074,4712,508,91,202,2332,0,0,32,162,533,0,0,0,0,11,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2010,8242,6275,435,138,292,2009,0,0,63,225,918,0,0,0,0,88,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2011,8751,7051,404,101,180,1837,0,0,67,145,1080,0,0,0,0,177,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2012,8981,7353,463,46,232,1970,0,0,51,141,1142,0,0,0,0,185,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2013,9485,7932,595,110,231,1667,15,0,37,130,1710,0,0,0,0,235,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2014,9755,8718,522,44,232,1401,14,0,45,141,1599,0,0,0,0,218,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2015,10128,9112,560,45,186,1240,10,0,0,121,1642,0,0,0,0,182,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2016,10532,9337,455,96,393,1509,8,0,31,158,1681,0,0,0,0,115,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2017,11114,9299,998,116,392,1842,11,0,43,152,1412,0,0,0,0,117,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2018,11746,9755,1018,64,497,2333,0,0,96,113,863,0,0,0,0,100,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2019,12982,10703,1359,69,456,2985,0,0,123,97,873,0,0,0,0,112,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2020,13773,11104,1137,101,622,2847,0,0,230,93,1461,0,0,0,0,156,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2021,13512,10746,1095,83,598,3009,0,0,134,72,1556,0,0,0,0,73,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Royse City city, Texas",2022,15051,10713,1654,164,1141,4026,0,0,155,88,1438,0,0,0,0,120,63668,"(32.9751, -96.3303)",30.33218888588509,13000,Royse City city
"Grapevine city, Texas",2009,49249,42908,1259,1664,980,7469,110,0,371,1417,6097,0,15,0,0,1258,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2010,45548,39203,903,1876,1178,7155,83,24,310,1383,5730,0,9,0,0,1069,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2011,46152,39406,914,2005,1033,7106,107,29,312,1528,5933,0,67,0,0,877,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2012,46756,39473,730,1881,1254,9051,147,32,380,1407,5928,0,50,6,0,986,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2013,47688,39634,778,2294,1485,9516,81,35,358,1460,5948,0,36,6,23,896,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
