name,total_population,white_alone,black_alone,asian_alone,two_or_more_races,hispanic_latino,german,irish,english,mexican,indian,chinese,vietnamese,french,italian,korean,place_fips,year,city,county,county_fips,all_counties,latitude,longitude,coordinates,distance_from_dallas
"Pelican Bay city, Texas",1561,1454,0,0,50,226,0,0,0,0,0,0,0,0,0,0,56640,2010,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1824,1657,26,0,98,313,0,0,0,0,0,0,0,0,0,0,56640,2011,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1845,1666,31,0,98,237,0,0,0,0,0,0,0,0,0,0,56640,2012,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1621,1504,22,0,58,257,0,0,0,0,0,0,0,0,0,0,56640,2013,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1908,1716,70,0,89,284,0,0,0,0,0,0,0,0,0,0,56640,2014,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1867,1707,60,0,61,268,0,0,0,0,0,0,0,0,0,0,56640,2015,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1739,1623,32,0,40,198,0,0,0,0,0,0,0,0,0,0,56640,2016,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1654,1586,24,3,29,200,0,0,0,12,0,0,0,0,2,0,56640,2017,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1620,1531,29,3,41,127,0,0,0,10,0,0,0,0,3,0,56640,2018,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1586,1527,7,6,25,188,0,0,0,12,0,0,0,0,2,0,56640,2019,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1618,1343,6,6,28,391,0,0,0,13,0,0,0,0,2,0,56640,2020,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",1833,1432,14,5,69,546,0,0,0,12,0,0,0,0,3,0,56640,2021,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Pelican Bay city, Texas",2172,1715,17,2,99,632,0,0,0,0,0,0,0,0,0,0,56640,2022,Pelican Bay city,Tarrant,439,Tarrant,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)",43.1
"Reno city (Parker and Tarrant Counties), Texas",3032,2878,28,18,8,221,0,0,0,0,0,0,0,0,0,0,61604,2009,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2354,2226,0,18,8,196,0,0,0,0,0,0,0,0,0,0,61604,2010,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2506,2248,8,20,16,293,0,0,0,0,0,0,0,0,0,0,61604,2011,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2528,2429,15,0,36,104,0,0,0,0,0,0,0,0,0,0,61604,2012,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2523,2438,17,0,37,84,0,0,0,0,0,0,0,0,0,0,61604,2013,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2551,2437,20,0,40,115,0,0,0,0,0,0,0,0,0,0,61604,2014,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2597,2481,19,0,40,118,0,0,0,0,0,0,0,0,0,0,61604,2015,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2637,2524,9,5,58,135,0,0,0,0,0,0,0,0,0,0,61604,2016,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2736,2635,8,6,32,233,0,0,0,0,0,0,0,0,0,0,61604,2017,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2811,2717,20,6,34,236,0,0,0,0,0,0,0,0,0,0,61604,2018,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2962,2814,27,3,80,268,0,0,0,0,0,0,0,0,0,0,61604,2019,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",3106,2920,40,3,90,339,0,0,0,0,0,0,0,0,0,0,61604,2020,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",2960,2674,11,0,141,362,0,0,0,0,0,0,0,0,0,0,61604,2021,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Reno city (Parker and Tarrant Counties), Texas",3034,2676,12,0,264,378,0,6,0,0,0,0,0,0,0,0,61604,2022,Reno city,Tarrant,439,"Tarrant, Parker",32.9488349,-97.5659873,"(+32.9488349, -097.5659873)",46.2
"Richland Hills city, Texas",8094,6449,173,114,159,1217,0,0,0,8,0,0,0,0,0,0,61844,2009,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",7856,6651,148,150,119,989,0,0,0,10,0,0,0,0,0,0,61844,2010,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",7881,6820,219,47,118,1077,0,0,0,10,0,0,0,0,0,0,61844,2011,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",7866,7075,197,54,124,979,0,0,0,0,0,0,0,0,0,0,61844,2012,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",7912,7164,160,41,196,1096,0,0,0,0,0,0,0,10,0,0,61844,2013,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",7933,7140,185,56,239,1366,0,0,0,0,0,0,0,9,0,0,61844,2014,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",7992,7291,172,76,214,1638,0,0,0,0,72,0,0,9,0,0,61844,2015,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",8033,6793,171,137,421,1851,0,0,0,0,87,0,0,9,0,0,61844,2016,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",8036,6530,180,133,623,1876,0,0,0,0,91,0,0,9,0,0,61844,2017,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",8052,6516,171,174,518,1851,0,0,0,8,111,0,0,0,0,0,61844,2018,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",8051,6186,240,218,484,2038,0,0,0,9,96,0,0,0,0,0,61844,2019,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",7999,5911,206,192,490,2215,0,0,0,12,16,0,0,0,0,0,61844,2020,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",8505,6418,216,172,476,2258,0,0,0,14,0,0,0,0,0,0,61844,2021,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"Richland Hills city, Texas",8513,6612,236,165,358,2408,0,0,32,3,0,0,0,0,0,0,61844,2022,Richland Hills city,Tarrant,439,Tarrant,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)",25.0
"River Oaks city, Texas",6946,5687,33,50,113,3037,0,0,25,0,19,0,0,0,0,0,62384,2009,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7351,5887,16,82,195,3348,0,0,0,0,16,0,0,0,0,0,62384,2010,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7423,6367,19,89,77,3515,0,0,0,0,22,0,0,0,0,0,62384,2011,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7460,6105,19,217,82,3741,0,0,62,0,19,0,0,0,0,0,62384,2012,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7517,5938,127,235,98,4017,0,0,44,0,20,0,0,0,0,0,62384,2013,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7575,5757,128,202,191,3803,0,0,36,0,0,0,0,0,0,0,62384,2014,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7641,6257,88,139,145,3728,0,0,44,0,0,0,0,0,0,0,62384,2015,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7666,5413,110,206,130,3829,0,0,43,0,0,0,0,0,0,0,62384,2016,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7633,6046,112,43,125,3692,0,0,0,0,0,0,0,0,0,0,62384,2017,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7683,6171,43,43,139,3783,0,0,0,0,0,0,0,0,0,0,62384,2018,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7685,6215,18,36,65,4234,0,0,0,0,0,0,0,0,0,0,62384,2019,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7653,5825,38,29,422,4553,0,0,0,0,0,0,0,0,0,0,62384,2020,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7623,5485,36,0,897,4779,0,0,0,0,0,0,0,0,0,0,62384,2021,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"River Oaks city, Texas",7586,4798,16,98,1345,4791,0,0,0,0,0,0,0,0,0,0,62384,2022,River Oaks city,Tarrant,439,Tarrant,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)",34.9
"Roanoke city, Texas",4474,4056,0,110,160,410,0,0,0,0,0,0,0,0,0,0,62504,2009,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",5578,5241,0,58,133,462,0,0,0,0,0,0,0,0,0,0,62504,2010,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",5796,5318,18,126,180,409,0,0,0,0,0,0,0,0,0,0,62504,2011,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",6050,5391,22,160,251,691,0,0,0,0,0,0,0,0,0,0,62504,2012,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",6252,5255,167,188,449,718,0,0,0,0,0,0,0,0,0,0,62504,2013,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",6488,5384,183,323,383,882,0,0,0,0,0,0,0,0,0,0,62504,2014,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",6770,5376,227,606,379,832,0,0,0,0,0,0,0,0,0,0,62504,2015,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",7055,5771,233,482,368,1236,0,0,53,45,0,0,0,0,0,0,62504,2016,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",7442,5878,323,455,342,1370,0,0,53,28,0,0,0,0,0,0,62504,2017,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",7899,6247,367,514,339,1509,0,0,43,44,0,0,0,0,0,0,62504,2018,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",8341,6703,330,579,326,1671,0,0,42,16,0,0,0,0,0,11,62504,2019,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",8810,6775,395,497,830,1791,0,0,47,52,0,0,0,0,0,140,62504,2020,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",9270,6466,519,733,1080,2084,0,0,14,0,0,0,0,0,0,239,62504,2021,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Roanoke city, Texas",9565,6380,271,1018,1632,2218,0,0,0,0,0,0,0,0,0,138,62504,2022,Roanoke city,Tarrant,439,"Tarrant, Denton",33.0147428,-97.2290336,"(+33.0147428, -097.2290336)",30.0
"Saginaw city, Texas",19321,16394,666,261,465,4325,0,9,13,0,0,0,0,0,23,0,64112,2009,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",18458,16054,406,243,332,4357,0,11,0,0,0,0,0,0,67,0,64112,2010,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",19126,16967,500,275,394,4056,0,11,0,0,0,0,0,0,54,0,64112,2011,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",19793,16882,801,622,587,4428,0,0,0,0,0,0,0,0,32,0,64112,2012,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",20347,17669,495,382,702,4676,0,0,0,0,0,0,0,0,41,0,64112,2013,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",20840,17528,829,389,634,4846,0,0,48,0,0,0,0,0,105,0,64112,2014,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",21270,17861,1032,466,593,4563,0,0,51,0,0,0,0,0,91,0,64112,2015,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",21680,17467,1343,872,580,5441,0,0,69,0,0,0,0,0,135,0,64112,2016,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",22120,18410,1171,691,411,4918,0,0,62,14,30,0,0,0,99,0,64112,2017,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",22873,18791,1224,898,403,6037,0,0,48,18,72,0,0,0,87,0,64112,2018,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",23321,19541,1191,630,622,6883,0,0,0,18,58,0,0,0,0,0,64112,2019,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",23835,19719,1096,295,875,8505,0,0,0,16,76,0,0,0,0,0,64112,2020,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",23676,17615,1558,374,1579,9059,0,0,0,77,139,0,0,0,0,0,64112,2021,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Saginaw city, Texas",24106,17704,1795,363,2272,9457,0,0,0,108,67,0,0,0,0,0,64112,2022,Saginaw city,Tarrant,439,Tarrant,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)",33.5
"Sansom Park city, Texas",4172,3247,6,0,198,1884,0,0,0,0,0,0,0,0,11,0,65660,2009,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",4585,3733,6,0,304,1942,0,0,0,0,0,0,0,0,11,0,65660,2010,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",4649,3830,36,0,377,1964,0,0,0,0,0,0,0,0,8,0,65660,2011,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",4680,3889,27,58,344,2125,0,0,0,0,0,0,0,0,0,0,65660,2012,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",4720,3879,29,66,287,2428,0,0,0,0,0,0,0,0,0,0,65660,2013,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",4769,3734,11,114,190,2614,0,0,0,0,0,0,0,0,0,0,65660,2014,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",4796,3518,27,128,185,2800,0,0,0,0,0,0,0,0,0,0,65660,2015,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",4819,3510,41,156,249,2537,0,0,0,0,0,0,0,0,0,0,65660,2016,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",5027,3414,62,70,205,3249,0,0,0,0,0,0,0,0,0,0,65660,2017,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",5250,4013,99,70,181,3174,0,0,0,0,0,0,0,0,0,0,65660,2018,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",5411,4147,209,20,226,3178,0,0,16,0,0,0,0,0,0,0,65660,2019,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",5593,3844,193,13,971,3577,0,0,20,0,0,0,0,0,0,0,65660,2020,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",5363,3561,224,6,1140,3505,0,0,23,0,0,0,0,0,0,0,65660,2021,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Sansom Park city, Texas",5387,3349,156,0,1376,3595,0,0,41,0,0,0,0,0,0,0,65660,2022,Sansom Park city,Tarrant,439,Tarrant,32.802738,-97.4020642,"(+32.8027380, -097.4020642)",35.2
"Southlake city, Texas",26054,24078,446,1049,257,930,0,41,258,145,0,0,0,0,20,0,69032,2009,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",25567,23206,488,1190,391,876,0,28,137,111,0,0,0,46,64,0,69032,2010,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",26194,23751,346,1395,354,915,0,30,144,95,0,0,0,42,161,0,69032,2011,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",26454,23687,536,1523,495,1317,0,21,125,141,0,0,0,36,153,0,69032,2012,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",27006,24082,494,1719,505,1456,0,23,218,38,0,0,0,71,119,29,69032,2013,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",27755,24296,857,1878,490,1658,0,0,186,32,0,0,0,82,138,66,69032,2014,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",28361,24608,902,2109,584,1774,0,0,203,88,0,0,0,40,77,155,69032,2015,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",29101,24770,959,2409,626,1781,0,0,201,80,0,0,0,56,25,149,69032,2016,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",30090,25197,769,3058,641,1768,0,0,207,62,0,0,0,60,66,165,69032,2017,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",30840,24319,782,4633,739,1597,0,0,128,79,0,0,0,0,133,109,69032,2018,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",31292,24696,539,4967,768,1989,0,0,65,100,0,0,0,0,143,84,69032,2019,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",31684,24195,403,5583,999,2369,0,0,53,64,0,0,0,0,124,0,69032,2020,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",30754,23786,245,5326,1183,2159,0,0,86,61,0,0,0,0,102,0,69032,2021,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Southlake city, Texas",30779,23302,417,5230,1586,2732,0,0,64,55,0,0,0,0,72,132,69032,2022,Southlake city,Tarrant,439,"Tarrant, Denton",32.9544929,-97.1488671,"(+32.9544929, -097.1488671)",23.8
"Trophy Club town, Texas",7894,7486,147,108,76,295,0,132,0,0,0,0,0,0,74,0,73710,2009,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",8042,7552,147,267,17,410,0,191,0,0,0,0,0,0,90,0,73710,2010,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",8139,7709,152,214,23,400,0,200,0,0,0,0,0,0,28,0,73710,2011,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",8589,8096,152,227,34,412,0,165,0,0,0,0,0,0,41,0,73710,2012,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",9037,8199,144,282,229,517,0,158,0,0,108,0,0,0,37,0,73710,2013,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",9451,8591,118,287,239,813,0,0,18,0,76,0,0,0,53,0,73710,2014,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",10187,9428,123,172,229,886,0,0,16,16,86,0,0,0,38,0,73710,2015,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",10987,9934,253,211,352,1067,0,0,17,65,56,0,0,0,14,0,73710,2016,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",11436,10139,267,355,438,1000,0,0,17,61,54,0,0,0,98,0,73710,2017,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",11790,10520,309,518,236,849,0,0,15,62,0,0,0,0,121,0,73710,2018,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",11949,10697,248,566,394,692,0,0,0,67,0,0,0,0,147,0,73710,2019,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",11904,9984,244,645,992,1208,0,25,0,179,0,0,0,0,147,33,73710,2020,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Trophy Club town, Texas",12659,10535,69,818,1107,1335,0,25,0,100,0,0,0,0,158,34,73710,2021,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
