name,total_population,white_alone,black_alone,asian_alone,two_or_more_races,hispanic_latino,german,irish,english,mexican,indian,chinese,vietnamese,french,italian,korean,place_fips,year,city,county,county_fips,all_counties,latitude,longitude,coordinates,distance_from_dallas
"Alvarado city, Texas",3913,3674,3,0,186,819,0,0,0,0,0,0,0,0,0,0,2260,2017,Alvarado city,Johnson,251,Johnson,32.406109,-97.2160117,"(+32.4061090, -097.2160117)",35.3
"Alvarado city, Texas",4044,3668,148,0,153,822,0,0,0,0,0,0,0,0,0,0,2260,2018,Alvarado city,Johnson,251,Johnson,32.406109,-97.2160117,"(+32.4061090, -097.2160117)",35.3
"Alvarado city, Texas",4156,3493,285,0,152,1092,0,0,0,0,0,0,0,0,0,0,2260,2019,Alvarado city,Johnson,251,Johnson,32.406109,-97.2160117,"(+32.4061090, -097.2160117)",35.3
"Alvarado city, Texas",4282,3440,356,0,273,1411,0,0,0,0,0,0,0,0,0,0,2260,2020,Alvarado city,Johnson,251,Johnson,32.406109,-97.2160117,"(+32.4061090, -097.2160117)",35.3
"Alvarado city, Texas",4660,3511,621,0,235,1277,0,0,0,0,0,0,0,0,0,0,2260,2021,Alvarado city,Johnson,251,Johnson,32.406109,-97.2160117,"(+32.4061090, -097.2160117)",35.3
"Alvarado city, Texas",5107,3736,640,0,476,1737,0,0,0,0,0,0,0,0,0,0,2260,2022,Alvarado city,Johnson,251,Johnson,32.406109,-97.2160117,"(+32.4061090, -097.2160117)",35.3
"Briaroaks city, Texas",569,547,0,9,0,36,0,0,0,0,0,0,0,0,0,0,10216,2009,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",590,570,0,7,4,25,0,0,0,0,0,0,0,0,0,0,10216,2010,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",667,654,0,0,4,27,0,0,0,0,0,0,0,0,0,0,10216,2011,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",620,612,0,0,4,33,0,0,0,0,0,0,0,0,0,0,10216,2012,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",653,643,0,0,5,18,0,0,0,0,0,0,0,0,0,0,10216,2013,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",626,617,0,0,9,40,0,0,0,0,0,0,0,0,0,0,10216,2014,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",548,547,0,0,1,38,0,0,0,0,0,0,0,0,0,0,10216,2015,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",476,473,2,0,1,39,0,0,0,0,0,0,0,0,0,0,10216,2016,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",477,474,2,0,1,40,0,0,0,0,0,0,0,0,0,0,10216,2017,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",563,455,103,0,5,33,0,0,0,0,0,0,0,0,0,0,10216,2018,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",515,492,6,0,11,42,0,0,0,0,0,0,0,0,0,0,10216,2019,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",718,668,7,0,36,65,0,0,0,0,0,0,0,0,0,0,10216,2020,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",771,721,6,0,36,57,0,0,0,0,0,0,0,0,0,0,10216,2021,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Briaroaks city, Texas",714,645,5,0,46,44,0,0,0,0,0,0,0,0,0,0,10216,2022,Briaroaks city,Johnson,251,Johnson,32.495376,-97.3033502,"(+32.4953760, -097.3033502)",35.3
"Cleburne city, Texas",29290,25466,1763,41,522,6442,0,0,0,19,81,0,0,0,17,0,15364,2009,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",29017,25367,1133,81,508,6391,0,0,0,20,171,0,0,0,18,0,15364,2010,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",29288,25813,1219,102,494,7059,0,0,0,0,249,0,0,0,20,0,15364,2011,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",29318,25851,1051,192,682,6766,0,39,0,17,226,0,0,0,17,0,15364,2012,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",29677,26308,1054,221,633,7115,0,29,0,15,456,0,0,0,0,0,15364,2013,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",29765,26511,1008,228,722,7570,0,24,0,52,489,0,0,0,0,0,15364,2014,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",29780,27397,934,245,515,8808,0,32,0,59,25,19,0,0,0,0,15364,2015,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",29759,27394,976,170,443,8400,0,36,0,59,114,31,0,0,0,0,15364,2016,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",29595,27260,1129,213,321,8673,0,0,0,34,86,25,0,0,56,0,15364,2017,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",29878,27412,1101,243,311,8615,0,0,0,38,136,21,0,0,48,0,15364,2018,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",30289,27690,1321,281,282,9281,0,0,0,0,77,39,0,0,51,0,15364,2019,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",30812,26767,1510,371,1173,9497,0,0,0,0,206,0,0,0,69,0,15364,2020,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",30984,26002,1788,320,1970,9717,0,0,0,0,0,0,0,0,50,0,15364,2021,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Cleburne city, Texas",31849,24232,1907,233,3657,9696,0,0,0,0,0,0,0,0,0,0,15364,2022,Cleburne city,Johnson,251,Johnson,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)",46.1
"Coyote Flats CDP, Texas",196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17429,2010,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17429,2011,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",336,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17429,2012,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",283,274,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17429,2013,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",380,371,0,0,0,21,0,0,0,0,0,0,0,0,0,0,17429,2014,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",404,391,0,5,0,28,0,0,0,0,0,0,0,0,0,0,17429,2015,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",349,332,0,4,5,37,0,0,0,0,0,0,0,0,0,0,17429,2016,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",373,355,0,3,4,39,0,0,0,0,0,0,0,0,0,0,17429,2017,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",342,322,0,2,5,44,0,0,0,2,0,0,0,0,0,0,17429,2018,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",346,323,0,2,8,30,0,0,0,1,0,0,0,0,0,0,17429,2019,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",419,392,0,0,13,29,0,0,0,2,0,0,0,0,0,0,17429,2020,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",361,342,0,0,6,25,0,0,0,2,0,0,0,0,0,0,17429,2021,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Coyote Flats city, Texas",337,264,0,0,5,75,0,0,0,2,0,0,0,0,0,0,17429,2022,Coyote Flats city,Johnson,251,Johnson,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)",40.9
"Cresson city, Texas",559,528,13,0,16,46,0,0,0,0,0,0,0,0,0,0,17648,2009,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",563,535,14,7,0,58,0,0,0,0,0,0,0,0,0,0,17648,2010,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",681,635,27,13,0,56,0,0,0,0,0,0,0,0,0,0,17648,2011,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",707,666,24,9,0,56,0,0,0,0,0,0,0,0,0,0,17648,2012,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",655,629,0,11,0,54,0,0,0,0,0,0,0,0,2,0,17648,2013,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",733,703,0,16,0,72,0,0,0,0,0,0,0,0,2,0,17648,2014,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",785,765,14,3,0,58,0,0,0,0,0,0,0,0,2,0,17648,2015,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",745,691,12,2,30,83,0,0,0,0,0,0,0,0,3,0,17648,2016,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",764,695,10,3,42,112,0,0,0,0,0,0,0,0,2,0,17648,2017,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",864,795,21,0,39,100,0,0,0,4,0,0,0,0,0,0,17648,2018,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",986,915,21,0,32,86,0,0,0,6,0,0,0,0,0,0,17648,2019,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",993,875,18,0,88,134,0,0,0,5,0,0,0,0,0,0,17648,2020,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",1218,1043,17,18,96,137,0,0,0,4,0,0,0,0,0,0,17648,2021,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cresson city, Texas",1435,1071,49,14,219,207,0,0,0,4,0,0,0,0,0,0,17648,2022,Cresson city,Johnson,251,"Johnson, Parker",32.5298607,-97.6153493,"(+32.5298607, -097.6153493)",50.5
"Cross Timber town, Texas",263,263,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17917,2009,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",218,211,0,0,6,1,0,0,0,0,0,0,0,0,0,0,17917,2010,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",279,268,0,0,7,10,0,0,0,0,0,0,0,0,0,0,17917,2011,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",265,253,0,0,6,10,0,0,0,0,0,0,0,0,0,0,17917,2012,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",316,307,0,0,0,36,0,0,0,0,0,0,0,0,0,0,17917,2013,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",276,266,0,0,0,21,0,0,0,0,0,0,0,0,0,0,17917,2014,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",295,277,0,0,0,46,0,0,0,0,0,0,0,0,0,0,17917,2015,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",308,292,0,0,0,67,0,0,0,0,0,0,0,0,0,0,17917,2016,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",348,342,0,0,0,48,0,0,0,1,0,0,0,0,0,0,17917,2017,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",356,350,0,0,0,42,0,0,0,1,0,0,0,0,0,0,17917,2018,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",305,300,0,0,0,38,0,0,0,1,0,0,0,0,0,0,17917,2019,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",288,277,0,3,8,43,0,0,0,1,0,0,0,0,0,0,17917,2020,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",577,317,0,7,253,272,0,0,0,2,0,0,0,0,0,0,17917,2021,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Cross Timber town, Texas",532,325,0,6,201,213,0,0,0,0,0,0,0,0,0,0,17917,2022,Cross Timber town,Johnson,251,Johnson,32.4828679,-97.32674,"(+32.4828679, -097.3267400)",36.9
"Godley city, Texas",1098,1020,30,0,30,55,0,0,0,0,0,0,0,0,0,0,29972,2009,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1027,965,19,0,29,59,0,0,0,0,0,0,0,0,0,0,29972,2010,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1058,1005,8,0,41,87,0,0,0,0,0,0,0,0,0,0,29972,2011,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1161,1140,5,0,10,109,0,0,0,0,0,0,0,0,0,0,29972,2012,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1124,1115,0,0,0,123,0,0,0,0,0,0,0,0,0,0,29972,2013,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1202,1189,0,0,0,154,0,0,0,0,0,0,0,0,0,0,29972,2014,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1237,1218,0,0,1,169,0,0,0,0,0,0,0,0,0,0,29972,2015,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1248,1224,0,0,6,175,0,0,0,0,0,0,0,0,0,0,29972,2016,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1187,1168,0,0,8,156,0,0,0,0,0,0,0,0,0,0,29972,2017,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1142,1132,0,0,7,163,0,0,0,0,0,0,0,0,0,0,29972,2018,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",961,950,0,0,9,130,0,0,0,0,0,0,0,0,0,0,29972,2019,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1080,1007,0,0,70,166,0,0,0,0,0,0,0,0,0,0,29972,2020,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1680,1564,21,0,57,444,0,0,0,0,0,0,0,0,0,14,29972,2021,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Godley city, Texas",1789,1619,26,0,79,407,0,0,0,0,0,0,0,0,0,12,29972,2022,Godley city,Johnson,251,Johnson,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)",48.1
"Grandview city, Texas",1585,1410,94,0,51,280,0,0,0,0,20,0,0,0,0,0,30512,2009,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1623,1523,73,0,11,323,0,0,0,6,13,0,0,0,0,0,30512,2010,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1383,1292,70,0,0,310,0,0,0,5,11,0,0,0,0,0,30512,2011,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1364,1295,48,0,6,291,0,0,0,5,0,0,0,0,0,0,30512,2012,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1323,1237,67,0,5,246,0,0,0,5,0,0,0,0,0,0,30512,2013,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1463,1356,66,0,23,331,0,0,0,4,0,0,0,0,0,0,30512,2014,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1444,1318,84,0,22,246,0,0,0,0,0,0,0,0,0,0,30512,2015,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1879,1712,95,0,29,391,0,0,0,0,0,0,0,0,0,0,30512,2016,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1895,1726,80,12,35,514,0,0,0,0,0,0,0,0,0,0,30512,2017,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",2203,2061,57,11,29,557,0,0,0,0,0,0,0,0,0,0,30512,2018,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1841,1738,44,9,8,411,0,0,0,0,8,0,0,0,0,0,30512,2019,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",2051,1969,0,5,41,317,0,0,2,0,8,0,0,0,0,0,30512,2020,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1975,1857,6,4,97,448,0,0,2,0,8,0,0,0,0,0,30512,2021,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Grandview city, Texas",1978,1832,49,0,80,414,0,0,2,3,14,0,0,0,0,45,30512,2022,Grandview city,Johnson,251,Johnson,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)",41.5
"Joshua city, Texas",5718,5446,19,0,220,591,0,0,0,0,0,0,0,0,0,0,38080,2009,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",5786,5479,18,0,234,716,0,0,0,6,0,0,0,0,0,0,38080,2010,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",5874,5565,14,21,231,1070,0,0,0,6,0,0,0,0,0,0,38080,2011,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",5904,5520,52,26,285,1105,0,0,0,9,0,0,0,0,0,0,38080,2012,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",5910,5681,62,26,76,814,0,0,0,14,0,0,0,0,0,0,38080,2013,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",5935,5596,106,18,69,773,0,0,0,40,0,0,0,0,0,0,38080,2014,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",5966,5537,123,23,119,604,0,0,0,25,0,0,0,0,10,0,38080,2015,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",6316,5744,125,25,218,738,0,0,0,30,0,0,0,0,94,0,38080,2016,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",6800,6202,75,22,174,978,0,0,0,35,0,0,0,0,108,0,38080,2017,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",7106,6532,101,18,149,1071,0,0,0,38,0,0,0,0,67,0,38080,2018,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",7477,7181,0,23,141,883,0,0,41,0,0,0,0,0,70,0,38080,2019,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",7818,7378,0,23,352,986,0,0,46,0,0,0,0,0,40,0,38080,2020,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",7722,7332,0,8,273,460,0,0,34,0,0,0,0,0,0,0,38080,2021,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Joshua city, Texas",8004,7170,33,8,342,726,0,0,39,0,0,0,0,0,0,27,38080,2022,Joshua city,Johnson,251,Johnson,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)",40.6
"Keene city, Texas",6243,4892,121,386,5,2524,0,0,0,10,4,0,0,0,0,10,38548,2009,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6137,5231,141,306,23,2389,0,0,0,12,18,0,0,0,0,8,38548,2010,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6149,5411,349,160,83,2271,0,0,0,13,5,0,0,0,0,2,38548,2011,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6110,5380,360,165,65,2532,0,0,0,7,61,0,0,0,0,0,38548,2012,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6085,5037,646,29,177,2432,0,0,0,6,130,0,0,0,0,0,38548,2013,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6089,5032,481,56,264,2809,0,0,0,25,119,0,0,0,0,0,38548,2014,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6091,4305,607,71,377,2241,0,0,0,27,522,0,0,0,0,0,38548,2015,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6147,4152,671,223,427,2069,0,0,0,36,447,0,0,0,0,0,38548,2016,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6266,4361,520,274,445,2008,0,0,0,26,429,0,0,0,2,0,38548,2017,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6339,4944,334,196,221,2207,0,0,0,22,368,0,0,0,1,0,38548,2018,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6396,4939,384,191,115,1903,0,0,0,0,477,0,0,0,1,0,38548,2019,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6456,5309,210,198,223,1988,0,0,0,0,335,0,0,0,1,0,38548,2020,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6254,5436,146,181,324,1929,0,0,0,0,0,0,0,0,6,7,38548,2021,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Keene city, Texas",6451,5470,130,201,432,2131,0,0,0,0,0,0,0,0,14,6,38548,2022,Keene city,Johnson,251,Johnson,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)",40.4
"Rio Vista city, Texas",869,835,0,0,14,42,0,0,0,0,0,0,0,0,0,0,62240,2009,Rio Vista city,Johnson,251,Johnson,32.2345451,-97.3748347,"(+32.2345451, -097.3748347)",50.3
"Rio Vista city, Texas",896,862,0,0,13,29,0,0,0,0,0,0,0,0,0,0,62240,2010,Rio Vista city,Johnson,251,Johnson,32.2345451,-97.3748347,"(+32.2345451, -097.3748347)",50.3
